date,open,high,low,close,volume,stock_code,stock_name
2025-09-11,8.42,8.75,8.25,8.75,178788191,600733,北汽蓝谷
2025-09-12,8.75,8.97,8.69,8.72,146578512,600733,北汽蓝谷
2025-09-15,8.82,8.88,8.68,8.79,143555874,600733,北汽蓝谷
2025-09-16,8.86,9.08,8.68,8.87,217543673,600733,北汽蓝谷
2025-09-17,8.87,8.9,8.52,8.58,237078298,600733,北汽蓝谷
2025-09-18,8.45,8.59,8.04,8.16,273049913,600733,北汽蓝谷
2025-09-19,8.14,8.14,7.92,7.94,166195561,600733,北汽蓝谷
2025-09-22,8.02,8.25,7.96,8.06,167021737,600733,北汽蓝谷
2025-09-23,8.08,8.09,7.71,7.84,136268398,600733,北汽蓝谷
2025-09-24,7.82,7.93,7.76,7.92,88253919,600733,北汽蓝谷
2025-09-25,7.88,7.94,7.81,7.84,98698155,600733,北汽蓝谷
2025-09-26,7.8,8.08,7.76,7.76,158615568,600733,北汽蓝谷
2025-09-29,7.86,7.92,7.76,7.9,107837202,600733,北汽蓝谷
2025-09-30,7.91,8.13,7.9,8.08,142617041,600733,北汽蓝谷
2025-10-09,8.26,8.26,7.96,7.99,147040220,600733,北汽蓝谷
2025-10-10,7.99,8.11,7.9,7.91,120607042,600733,北汽蓝谷
2025-10-13,7.59,7.8,7.54,7.77,107868915,600733,北汽蓝谷
2025-10-14,7.78,7.91,7.65,7.68,106836032,600733,北汽蓝谷
2025-10-15,7.69,7.92,7.59,7.87,111026523,600733,北汽蓝谷
2025-10-16,7.87,8.21,7.85,8.04,214720790,600733,北汽蓝谷
2025-10-17,7.95,7.97,7.63,7.65,152249303,600733,北汽蓝谷
2025-10-20,7.73,7.75,7.56,7.62,70019063,600733,北汽蓝谷
2025-10-21,7.61,7.78,7.58,7.78,77292434,600733,北汽蓝谷
2025-10-22,7.78,8.0,7.71,7.93,114574424,600733,北汽蓝谷
2025-10-23,7.9,7.91,7.74,7.86,66573591,600733,北汽蓝谷
2025-10-24,7.87,8.02,7.86,7.95,87595061,600733,北汽蓝谷
2025-10-27,8.05,8.14,8.02,8.06,104986769,600733,北汽蓝谷
2025-10-28,8.1,8.43,8.05,8.21,192071961,600733,北汽蓝谷
2025-10-29,8.27,8.34,8.15,8.27,111505419,600733,北汽蓝谷
2025-10-30,8.27,8.36,8.18,8.35,133164029,600733,北汽蓝谷
2025-10-31,8.28,8.4,8.26,8.35,101124923,600733,北汽蓝谷
2025-11-03,8.5,8.56,8.32,8.46,117094596,600733,北汽蓝谷
2025-11-04,8.41,8.54,8.27,8.32,99893044,600733,北汽蓝谷
2025-11-05,8.19,8.54,8.16,8.45,111768495,600733,北汽蓝谷
2025-11-06,8.45,8.47,8.22,8.25,100440809,600733,北汽蓝谷
2025-11-07,8.23,8.29,8.13,8.13,78736937,600733,北汽蓝谷
2025-11-10,8.1,8.15,8.01,8.09,86195404,600733,北汽蓝谷
2025-11-11,8.1,8.16,7.86,7.92,106702610,600733,北汽蓝谷
2025-11-12,7.9,7.93,7.75,7.77,85555620,600733,北汽蓝谷
2025-11-13,7.75,7.9,7.7,7.9,75865612,600733,北汽蓝谷
2025-11-14,7.84,7.9,7.81,7.82,49758930,600733,北汽蓝谷
2025-11-17,7.75,7.96,7.74,7.95,69642929,600733,北汽蓝谷
2025-11-18,7.95,8.0,7.84,7.91,54608750,600733,北汽蓝谷
2025-11-19,7.92,7.96,7.73,7.76,88065738,600733,北汽蓝谷
2025-11-20,7.78,7.81,7.59,7.68,78143092,600733,北汽蓝谷
2025-11-21,7.6,7.84,7.54,7.66,105229231,600733,北汽蓝谷
2025-11-24,7.74,7.88,7.65,7.82,86298310,600733,北汽蓝谷
2025-11-25,7.79,7.83,7.7,7.71,83906630,600733,北汽蓝谷
2025-11-26,7.71,7.85,7.66,7.67,58023857,600733,北汽蓝谷
2025-11-27,7.68,7.68,7.56,7.57,74063503,600733,北汽蓝谷
2025-11-28,7.57,8.0,7.48,7.84,142284705,600733,北汽蓝谷
2025-12-01,7.85,7.9,7.76,7.79,86794218,600733,北汽蓝谷
2025-12-02,7.85,7.88,7.78,7.84,57615477,600733,北汽蓝谷
2025-12-03,7.81,7.83,7.65,7.66,61809217,600733,北汽蓝谷
2025-12-04,7.67,7.69,7.46,7.48,85715467,600733,北汽蓝谷
2025-12-05,7.5,7.52,7.37,7.51,50481821,600733,北汽蓝谷
2025-12-08,7.5,7.63,7.45,7.57,62528485,600733,北汽蓝谷
2025-12-09,7.56,7.67,7.51,7.55,48778441,600733,北汽蓝谷
2025-12-10,7.59,7.7,7.51,7.53,50131371,600733,北汽蓝谷
2025-12-11,7.52,7.68,7.51,7.54,83836279,600733,北汽蓝谷
2025-12-12,7.55,7.67,7.49,7.57,78984814,600733,北汽蓝谷
2025-12-15,7.57,7.57,7.43,7.49,57308640,600733,北汽蓝谷
2025-12-16,8.24,8.24,7.86,8.24,364313546,600733,北汽蓝谷
2025-12-17,8.28,8.44,7.98,8.17,446869912,600733,北汽蓝谷
2025-12-18,8.01,8.32,7.93,7.94,257769328,600733,北汽蓝谷
2025-12-19,7.87,8.49,7.84,8.21,286646344,600733,北汽蓝谷
2025-12-22,8.35,8.54,8.3,8.33,295119688,600733,北汽蓝谷
2025-12-23,8.22,8.38,8.15,8.19,155789302,600733,北汽蓝谷
2025-12-24,8.29,8.35,8.13,8.18,124215487,600733,北汽蓝谷
2025-12-25,8.11,8.15,7.97,8.01,141974765,600733,北汽蓝谷
2025-12-26,7.98,8.14,7.92,8.09,149718140,600733,北汽蓝谷
2025-12-29,8.08,8.12,7.98,7.99,101308060,600733,北汽蓝谷
2025-12-30,7.94,7.96,7.83,7.84,111647085,600733,北汽蓝谷
2025-12-31,7.89,8.09,7.76,8.03,150520731,600733,北汽蓝谷
2026-01-05,8.03,8.13,8.01,8.05,115326366,600733,北汽蓝谷
2026-01-06,8.05,8.34,8.02,8.29,211732153,600733,北汽蓝谷
2026-01-07,8.29,8.55,8.22,8.33,207662427,600733,北汽蓝谷
2026-01-08,8.3,8.42,8.22,8.35,128130896,600733,北汽蓝谷
2026-01-09,8.36,8.7,8.33,8.53,195621987,600733,北汽蓝谷
2026-01-12,8.58,8.9,8.54,8.86,241788457,600733,北汽蓝谷
2026-01-13,8.82,8.83,8.37,8.4,211208544,600733,北汽蓝谷
2026-01-14,8.49,8.77,8.49,8.62,205985770,600733,北汽蓝谷
2026-01-15,8.6,8.68,8.34,8.39,136918156,600733,北汽蓝谷
2026-01-16,8.39,8.58,8.25,8.49,163634848,600733,北汽蓝谷
2026-01-19,8.46,8.69,8.44,8.6,128472297,600733,北汽蓝谷
2026-01-20,8.5,8.67,8.3,8.35,142337190,600733,北汽蓝谷
2026-01-21,8.37,8.37,8.18,8.32,92515371,600733,北汽蓝谷
2026-01-22,8.28,8.4,8.15,8.19,121889291,600733,北汽蓝谷
2026-01-23,8.22,8.48,8.2,8.45,156497364,600733,北汽蓝谷
2026-01-26,8.5,8.5,8.02,8.06,208734423,600733,北汽蓝谷
2026-01-27,8.3,8.55,8.26,8.43,252330430,600733,北汽蓝谷
2026-01-28,8.36,8.47,8.23,8.24,128955502,600733,北汽蓝谷
2026-01-29,8.2,8.23,8.04,8.1,144477071,600733,北汽蓝谷
2026-01-30,8.11,8.27,8.03,8.05,143191096,600733,北汽蓝谷
2026-02-02,7.97,7.97,7.75,7.77,149307838,600733,北汽蓝谷
2026-02-03,7.83,7.99,7.78,7.96,92938837,600733,北汽蓝谷
2026-02-04,7.91,8.28,7.88,8.27,188921735,600733,北汽蓝谷
2026-02-05,8.28,8.3,8.16,8.17,76334975,600733,北汽蓝谷
2026-02-06,8.12,8.19,8.04,8.13,58582133,600733,北汽蓝谷
2026-02-09,8.2,8.23,8.08,8.12,71672083,600733,北汽蓝谷
2026-02-10,8.16,8.21,8.1,8.11,61745310,600733,北汽蓝谷
2026-02-11,8.12,8.2,8.09,8.1,64032099,600733,北汽蓝谷
2026-02-12,8.13,8.14,8.01,8.08,69945589,600733,北汽蓝谷
2026-02-13,8.05,8.23,8.05,8.2,98052516,600733,北汽蓝谷
2026-02-24,8.23,8.35,8.21,8.28,85074899,600733,北汽蓝谷
2026-02-25,8.25,8.32,8.16,8.19,77975668,600733,北汽蓝谷
2026-02-26,8.16,8.17,7.95,7.97,128771746,600733,北汽蓝谷
2026-02-27,7.96,7.99,7.92,7.99,64125528,600733,北汽蓝谷
2026-03-02,7.89,8.14,7.85,8.01,102240371,600733,北汽蓝谷
2026-03-03,8.01,8.16,7.73,7.75,148951249,600733,北汽蓝谷
2026-03-04,7.75,7.84,7.65,7.79,74785483,600733,北汽蓝谷
2026-03-05,7.9,7.94,7.79,7.82,75132296,600733,北汽蓝谷
2026-03-06,7.78,7.82,7.72,7.77,53079595,600733,北汽蓝谷
2026-03-09,7.68,7.76,7.56,7.74,82305490,600733,北汽蓝谷
2026-03-10,7.8,7.87,7.76,7.83,54049257,600733,北汽蓝谷
2026-03-11,7.83,7.88,7.78,7.8,57135631,600733,北汽蓝谷
2026-03-12,7.76,7.86,7.67,7.79,77179532,600733,北汽蓝谷
2026-03-13,7.75,7.87,7.72,7.77,65927530,600733,北汽蓝谷
2026-03-16,7.74,7.95,7.67,7.95,108058219,600733,北汽蓝谷
2026-03-17,7.94,7.97,7.76,7.79,72823407,600733,北汽蓝谷
2026-03-18,7.76,7.8,7.63,7.69,64022016,600733,北汽蓝谷
2026-03-19,7.63,7.66,7.54,7.56,69172000,600733,北汽蓝谷
2026-03-20,7.6,7.62,7.46,7.46,60166018,600733,北汽蓝谷
2026-03-23,7.38,7.44,7.11,7.13,89089177,600733,北汽蓝谷
2026-03-24,7.21,7.25,7.03,7.18,58284790,600733,北汽蓝谷
2026-03-25,7.22,7.25,7.16,7.21,63810422,600733,北汽蓝谷
2026-03-26,7.21,7.29,7.13,7.15,62470242,600733,北汽蓝谷
2026-03-27,7.05,7.28,7.04,7.24,65113045,600733,北汽蓝谷
2026-03-30,7.13,7.25,7.07,7.22,64986872,600733,北汽蓝谷
2026-03-31,7.2,7.34,7.15,7.15,55385097,600733,北汽蓝谷
2026-04-01,7.24,7.3,7.18,7.3,58241519,600733,北汽蓝谷
2026-04-02,7.25,7.29,7.12,7.13,52747406,600733,北汽蓝谷
2026-04-03,7.14,7.18,7.06,7.08,38669481,600733,北汽蓝谷
2026-04-07,7.08,7.18,7.05,7.14,32237380,600733,北汽蓝谷
2026-04-08,7.26,7.35,7.22,7.35,64812338,600733,北汽蓝谷
2026-04-09,7.29,7.3,7.12,7.16,60871010,600733,北汽蓝谷
2026-04-10,7.14,7.27,7.14,7.23,57271833,600733,北汽蓝谷
2026-04-13,7.19,7.33,7.17,7.31,57423272,600733,北汽蓝谷
2026-04-14,7.32,7.36,7.22,7.28,44430218,600733,北汽蓝谷
2026-04-15,7.3,7.32,7.17,7.19,45661552,600733,北汽蓝谷
2026-04-16,7.21,7.25,7.17,7.19,41065692,600733,北汽蓝谷
2026-04-17,7.17,7.25,7.12,7.22,56428025,600733,北汽蓝谷
2026-04-20,7.19,7.36,7.19,7.31,63135121,600733,北汽蓝谷
2026-04-21,7.31,7.32,7.18,7.2,48965849,600733,北汽蓝谷
2026-04-22,7.18,7.26,7.15,7.25,45697931,600733,北汽蓝谷
2026-04-23,7.25,7.31,7.17,7.22,59971469,600733,北汽蓝谷
2026-04-24,7.22,7.28,7.03,7.15,83837872,600733,北汽蓝谷
2026-04-27,7.28,7.53,7.26,7.41,145580694,600733,北汽蓝谷
